timestamp,attr_day,attr_month,attr_hour,attr_minute,attr_weekday,attr_weekend,attr_day_of_year,rush_hour,attr_daylight,attr_business_hours,attr_night_hours,attr_attr_relative_humidity_0h_before,attr_attr_relative_humidity_1h_before,attr_attr_relative_humidity_2h_before,attr_attr_relative_humidity_3h_before,attr_attr_surface_pressure_0h_before,attr_attr_surface_pressure_1h_before,attr_attr_surface_pressure_2h_before,attr_attr_surface_pressure_3h_before,attr_attr_shortwave_radiation_0h_before,attr_attr_shortwave_radiation_1h_before,attr_attr_shortwave_radiation_2h_before,attr_attr_shortwave_radiation_3h_before,attr_attr_windspeed_0h_before,attr_attr_windspeed_1h_before,attr_attr_windspeed_2h_before,attr_attr_windspeed_3h_before
2022-08-02 14:35:00,2,8,14,35,1,0,214,0,1,1,0,51.0,51.0,53.0,54.0,981.5,981.9,982.0,982.0,567.0,748.0,749.0,610.0,7.4,9.2,8.9,8.5
2022-08-02 14:40:00,2,8,14,40,1,0,214,0,1,1,0,51.0,51.0,53.0,54.0,981.5,981.9,982.0,982.0,567.0,748.0,749.0,610.0,7.4,9.2,8.9,8.5
2022-08-02 14:45:00,2,8,14,45,1,0,214,0,1,1,0,51.0,51.0,53.0,54.0,981.5,981.9,982.0,982.0,567.0,748.0,749.0,610.0,7.4,9.2,8.9,8.5
2022-08-02 14:50:00,2,8,14,50,1,0,214,0,1,1,0,51.0,51.0,53.0,54.0,981.5,981.9,982.0,982.0,567.0,748.0,749.0,610.0,7.4,9.2,8.9,8.5
2022-08-02 14:55:00,2,8,14,55,1,0,214,0,1,1,0,51.0,51.0,53.0,54.0,981.5,981.9,982.0,982.0,567.0,748.0,749.0,610.0,7.4,9.2,8.9,8.5
2022-08-02 15:00:00,2,8,15,0,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:05:00,2,8,15,5,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:10:00,2,8,15,10,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:15:00,2,8,15,15,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:25:00,2,8,15,25,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:30:00,2,8,15,30,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:35:00,2,8,15,35,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:40:00,2,8,15,40,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:45:00,2,8,15,45,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:50:00,2,8,15,50,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 15:55:00,2,8,15,55,1,0,214,0,1,1,0,51.0,51.0,51.0,53.0,981.2,981.5,981.9,982.0,439.0,567.0,748.0,749.0,7.7,7.4,9.2,8.9
2022-08-02 16:00:00,2,8,16,0,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:05:00,2,8,16,5,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:10:00,2,8,16,10,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:15:00,2,8,16,15,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:20:00,2,8,16,20,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:25:00,2,8,16,25,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:30:00,2,8,16,30,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:35:00,2,8,16,35,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:40:00,2,8,16,40,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:45:00,2,8,16,45,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:50:00,2,8,16,50,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 16:55:00,2,8,16,55,1,0,214,1,1,1,0,53.0,51.0,51.0,51.0,981.5,981.2,981.5,981.9,263.0,439.0,567.0,748.0,9.4,7.7,7.4,9.2
2022-08-02 17:00:00,2,8,17,0,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:05:00,2,8,17,5,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:10:00,2,8,17,10,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:15:00,2,8,17,15,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:20:00,2,8,17,20,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:25:00,2,8,17,25,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:35:00,2,8,17,35,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:41:00,2,8,17,41,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:45:00,2,8,17,45,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:50:00,2,8,17,50,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 17:55:00,2,8,17,55,1,0,214,1,1,1,0,57.0,53.0,51.0,51.0,981.6,981.5,981.2,981.5,131.0,263.0,439.0,567.0,9.0,9.4,7.7,7.4
2022-08-02 18:00:00,2,8,18,0,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:05:00,2,8,18,5,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:10:00,2,8,18,10,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:15:00,2,8,18,15,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:20:00,2,8,18,20,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:25:00,2,8,18,25,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:30:00,2,8,18,30,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:35:00,2,8,18,35,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:40:00,2,8,18,40,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:45:00,2,8,18,45,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:50:00,2,8,18,50,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 18:55:00,2,8,18,55,1,0,214,1,1,0,0,66.0,57.0,53.0,51.0,981.7,981.6,981.5,981.2,78.0,131.0,263.0,439.0,8.0,9.0,9.4,7.7
2022-08-02 19:00:00,2,8,19,0,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:05:00,2,8,19,5,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:20:00,2,8,19,20,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:25:00,2,8,19,25,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:30:00,2,8,19,30,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:35:00,2,8,19,35,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:41:00,2,8,19,41,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:45:00,2,8,19,45,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:50:00,2,8,19,50,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 19:55:00,2,8,19,55,1,0,214,0,1,0,0,66.0,66.0,57.0,53.0,981.8,981.7,981.6,981.5,5.0,78.0,131.0,263.0,6.3,8.0,9.0,9.4
2022-08-02 20:01:00,2,8,20,1,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:05:00,2,8,20,5,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:10:00,2,8,20,10,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:15:00,2,8,20,15,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:20:00,2,8,20,20,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:25:00,2,8,20,25,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:30:00,2,8,20,30,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:35:00,2,8,20,35,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:40:00,2,8,20,40,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:45:00,2,8,20,45,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:50:00,2,8,20,50,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 20:55:00,2,8,20,55,1,0,214,0,1,0,0,70.0,66.0,66.0,57.0,982.0,981.8,981.7,981.6,0.0,5.0,78.0,131.0,5.4,6.3,8.0,9.0
2022-08-02 21:00:00,2,8,21,0,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:05:00,2,8,21,5,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:10:00,2,8,21,10,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:15:00,2,8,21,15,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:21:00,2,8,21,21,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:25:00,2,8,21,25,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:31:00,2,8,21,31,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:40:00,2,8,21,40,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:45:00,2,8,21,45,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:51:00,2,8,21,51,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 21:55:00,2,8,21,55,1,0,214,0,1,0,0,67.0,70.0,66.0,66.0,982.3,982.0,981.8,981.7,0.0,0.0,5.0,78.0,5.8,5.4,6.3,8.0
2022-08-02 22:01:00,2,8,22,1,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:05:00,2,8,22,5,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:11:00,2,8,22,11,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:15:00,2,8,22,15,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:21:00,2,8,22,21,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:25:00,2,8,22,25,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:31:00,2,8,22,31,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:35:00,2,8,22,35,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:41:00,2,8,22,41,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:45:00,2,8,22,45,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:51:00,2,8,22,51,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 22:55:00,2,8,22,55,1,0,214,0,0,0,1,63.0,67.0,70.0,66.0,982.6,982.3,982.0,981.8,0.0,0.0,0.0,5.0,3.9,5.8,5.4,6.3
2022-08-02 23:01:00,2,8,23,1,1,0,214,0,0,0,1,64.0,63.0,67.0,70.0,982.6,982.6,982.3,982.0,0.0,0.0,0.0,0.0,2.6,3.9,5.8,5.4
2022-08-02 23:05:00,2,8,23,5,1,0,214,0,0,0,1,64.0,63.0,67.0,70.0,982.6,982.6,982.3,982.0,0.0,0.0,0.0,0.0,2.6,3.9,5.8,5.4
2022-08-02 23:11:00,2,8,23,11,1,0,214,0,0,0,1,64.0,63.0,67.0,70.0,982.6,982.6,982.3,982.0,0.0,0.0,0.0,0.0,2.6,3.9,5.8,5.4
2022-08-02 23:15:00,2,8,23,15,1,0,214,0,0,0,1,64.0,63.0,67.0,70.0,982.6,982.6,982.3,982.0,0.0,0.0,0.0,0.0,2.6,3.9,5.8,5.4
2022-08-02 23:25:00,2,8,23,25,1,0,214,0,0,0,1,64.0,63.0,67.0,70.0,982.6,982.6,982.3,982.0,0.0,0.0,0.0,0.0,2.6,3.9,5.8,5.4
2022-08-03 00:30:00,3,8,0,30,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:34:00,3,8,0,34,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:38:00,3,8,0,38,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:42:00,3,8,0,42,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:45:00,3,8,0,45,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:49:00,3,8,0,49,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:52:00,3,8,0,52,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:55:00,3,8,0,55,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 00:59:00,3,8,0,59,2,0,215,0,0,0,1,66.0,64.0,63.0,67.0,982.8,982.6,982.6,982.3,0.0,0.0,0.0,0.0,4.7,2.6,3.9,5.8
2022-08-03 01:02:00,3,8,1,2,2,0,215,0,0,0,1,68.0,66.0,64.0,63.0,982.4,982.8,982.6,982.6,0.0,0.0,0.0,0.0,5.1,4.7,2.6,3.9
2022-08-03 01:07:00,3,8,1,7,2,0,215,0,0,0,1,68.0,66.0,64.0,63.0,982.4,982.8,982.6,982.6,0.0,0.0,0.0,0.0,5.1,4.7,2.6,3.9
2022-08-03 01:12:00,3,8,1,12,2,0,215,0,0,0,1,68.0,66.0,64.0,63.0,982.4,982.8,982.6,982.6,0.0,0.0,0.0,0.0,5.1,4.7,2.6,3.9
2022-08-03 01:19:00,3,8,1,19,2,0,215,0,0,0,1,68.0,66.0,64.0,63.0,982.4,982.8,982.6,982.6,0.0,0.0,0.0,0.0,5.1,4.7,2.6,3.9
2022-08-03 01:24:00,3,8,1,24,2,0,215,0,0,0,1,68.0,66.0,64.0,63.0,982.4,982.8,982.6,982.6,0.0,0.0,0.0,0.0,5.1,4.7,2.6,3.9
2022-08-03 01:30:00,3,8,1,30,2,0,215,0,0,0,1,68.0,66.0,64.0,63.0,982.4,982.8,982.6,982.6,0.0,0.0,0.0,0.0,5.1,4.7,2.6,3.9
