,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK,timestamp
10,5.3306394,4.653417,1.6476612,3.2027981,3.7349312,2.1585236,0.18338221,1.6375558,13.7878065,4.603236,4.2718983,0.9585581,-0.30181897,-0.15826607,-1.3600036,0.07452683,0.0009185299,5.133684,4.2481756,6.538175,12.977449,4.9647174,12.116164,5.787131,11.128022,4.411184,1.8789009,3.5117402,5.8056073,11.777747,8.782831,3.0077283,8.711135,6.9309354,8.42284,5.918279,5.174498,10.143652,8.461722,8.09854,11.493144,10.046259,9.965324,5.8096385,5.775725,6.236446,10.902994,9.669866,14.200444,14.048619,11.40862,3.432955,1.4620847,12.40839,5.5555744,5.590336,9.306661,8.477434,3.3558438,7.4041576,6.0891175,8.608006,3.9816623,1.5183679,6.8661137,11.137282,3.9846447,10.016828,7.9568076,12.897158,12.540988,0.9213453,8.533719,13.067382,11.166136,7.3577724,3.7094212,9.059985,13.010884,2.5264373,0.1752592,8.291222,2.4180436,2022-08-21 11:07:00
11,6.53772,5.9585476,2.6292396,4.077018,3.8970606,2.1723413,1.3039427,2.0894477,15.284033,5.2911944,4.574853,1.326334,0.75777125,-0.5722332,-1.2608773,-0.86892897,-0.052808262,5.6034856,4.1469088,6.5427775,12.829456,4.860871,11.206263,5.3596864,9.479098,5.1142416,1.6079983,2.6291325,4.656408,11.655256,9.311171,3.4320395,8.255926,7.1005416,9.5853615,6.4107423,4.3843203,10.037197,7.9323754,7.311161,12.048938,9.695196,10.372936,6.287539,5.726169,6.4890766,10.287251,9.316334,14.00586,13.1876,10.126742,2.9343164,1.0893732,12.455043,5.5129733,5.5596914,8.371693,8.076431,3.5775673,7.340012,5.598454,8.148564,4.5594316,1.6687826,6.484735,11.341553,4.363372,9.567002,7.7964897,12.480031,11.529239,1.1769779,8.764289,11.550138,11.676113,7.421994,3.3028946,8.319308,11.714847,2.5576136,-0.007350117,8.385529,2.915118,2022-08-21 12:07:00
12,13.798218,13.282262,14.235558,20.42189,11.516698,4.8203177,8.167647,13.934585,10.595488,6.9581413,4.4262567,1.5485792,9.368089,7.0747437,6.35352,7.9062924,4.9551086,4.0872526,5.8412685,1.7049214,3.4597883,6.376683,5.964464,1.8040646,5.4490795,3.5645058,7.1099434,6.541651,3.5740554,6.677903,5.951579,3.284232,8.698827,8.847259,12.860708,10.36253,2.7657537,5.5450053,7.5554957,2.9586422,1.4613189,6.939816,8.975054,1.0108393,7.9499903,8.894422,7.301873,6.314971,8.200288,8.606838,11.415134,8.042033,2.4197488,5.387634,3.4597185,6.1631856,4.5591726,3.6528647,4.155055,0.581508,7.0301256,5.5189133,5.3144917,9.6462,4.5478806,3.4578304,3.2121956,9.284564,9.70631,10.785116,10.803813,1.6740866,3.787104,4.203249,3.3975923,7.778716,5.4933167,8.186944,3.2946646,4.847394,8.235652,4.047924,5.4646525,2022-08-24 15:09:00
13,13.0649605,12.649557,13.631222,19.88039,11.371991,4.670053,7.7701993,13.569119,10.169367,7.1309137,4.654818,1.6787505,9.021407,6.9544463,6.446501,7.8395867,4.8517113,3.7770216,5.79959,2.1701777,3.8736167,6.4932103,6.4430976,1.8661103,5.6495237,3.882304,6.937479,6.4880595,3.5772312,7.0498796,5.7605424,3.2667136,8.893537,8.647201,12.475309,10.030907,2.5811632,5.831436,7.704998,3.2460804,1.4274343,7.017539,8.899925,1.2922174,7.4262,9.004636,7.680318,6.50364,8.021227,8.656453,11.584582,8.20143,2.4290168,5.579546,3.6927521,6.0911827,4.9007673,4.184595,4.3006735,0.4406255,7.1783314,5.5267444,5.317548,8.997727,4.828857,3.3608105,2.9804547,8.960501,9.760325,10.882216,10.751021,1.7242713,3.9181595,4.076004,2.9744508,7.647292,5.6478777,7.6873136,3.575994,4.651966,8.252753,4.2402153,5.421027,2022-08-24 16:09:00
14,-1.317692,5.1079707,1.9871348,1.9789554,3.0498326,-0.6550516,1.6349491,4.424134,1.809514,1.2535558,1.8515303,4.9412317,1.598518,0.860996,7.0664988,3.8539577,1.2153338,11.998214,-2.0799913,4.6232433,9.92741,6.182711,14.902302,7.829327,16.021603,4.5088444,3.5605145,13.981936,14.632685,11.46404,8.57778,0.1680793,6.8421917,1.0279914,0.39023745,7.5292153,9.125678,10.69287,9.662917,5.0427284,11.392925,12.042209,5.6191688,9.019151,10.307834,8.2483635,16.339859,9.544969,11.877728,17.340908,14.899516,9.245424,10.24062,3.7921486,5.8585396,11.021973,11.405464,7.903928,6.6885376,9.359818,9.930379,5.6540956,-0.40887836,4.7636356,9.758181,4.780079,9.372549,12.181461,12.830393,12.180167,10.362973,3.843874,6.9295683,17.777721,8.375013,0.93615854,14.309224,18.85747,5.652663,10.494537,-0.39456955,4.7083406,5.044516,2022-08-29 03:05:00
15,-1.3000617,5.2029624,2.0636559,2.0390234,3.122452,-0.6423054,1.6619744,4.451419,1.8273966,1.3513813,1.8570467,4.990272,1.6089141,0.93140864,7.0779905,3.905786,1.2431018,12.007148,-2.073543,4.6363316,9.87191,6.135156,14.891508,7.8503213,15.995565,4.447153,3.5903172,13.93953,14.569067,11.434068,8.582066,0.17756264,6.83929,1.0260831,0.41443694,7.6115704,9.140169,10.683806,9.635388,5.056667,11.404239,12.023037,5.62889,8.980715,10.278901,8.329398,16.327541,9.527044,11.893423,17.299803,14.91141,9.325258,10.254388,3.8254051,5.8714285,11.028436,11.349936,7.861147,6.7425704,9.407621,9.858326,5.6355658,-0.34697297,4.8133693,9.727675,4.8300204,9.35596,12.18476,12.846298,12.211437,10.359858,3.8975391,6.960446,17.771893,8.357041,0.97621405,14.340108,18.810112,5.625249,10.54059,-0.33883873,4.7352214,5.053102,2022-08-29 04:01:00
16,-1.1652961,0.09646739,-0.0363539,-1.1975907,-0.32566118,1.9881357,0.1944837,3.0276096,2.528264,3.6122904,5.248492,6.2689877,2.3535585,0.6937182,5.4225125,1.6170156,2.1843212,9.674048,1.3263429,8.013929,14.0761385,10.201134,11.728145,5.785738,12.473154,13.497843,3.2380443,14.782592,13.552138,13.629411,5.9247837,-0.055069998,6.210417,2.6679726,2.4582734,1.5755414,8.327288,8.000123,6.943014,5.2799387,11.097588,11.969304,9.547134,16.022867,7.3708334,7.327536,17.762676,12.450651,11.888915,17.919617,16.217916,3.1699634,9.815852,1.8514242,8.49683,4.5767307,9.658887,11.267687,3.613657,8.293265,14.402074,7.852892,-1.5274396,3.4564502,10.3862505,2.0064993,7.6578007,11.072132,12.709722,9.227699,10.956948,1.3818028,7.7004933,13.286924,9.7667055,-0.56626713,9.775734,13.67916,7.389176,3.4664178,1.5605242,5.928218,2.4255126,2022-08-31 06:37:00
17,-1.1228825,0.26233006,0.014452547,-1.0260018,-0.15286113,1.8380023,0.18563086,3.0397446,2.6963844,3.8230503,5.3077292,6.295857,2.2720652,0.82886744,5.3099155,1.748253,2.055336,9.524209,1.1716207,7.9519424,13.956982,10.114101,11.735517,5.884423,12.482459,13.389334,3.235012,14.681549,13.582706,13.583133,5.4630556,0.032478735,6.4607553,2.6214767,2.5924513,1.7283343,8.3223505,8.078332,6.8464913,5.3810573,11.105705,11.916484,9.270436,16.033104,7.011585,7.3971972,17.672314,12.436576,11.799663,17.990685,16.343618,3.1882405,9.5534315,2.0722938,8.316478,4.623679,9.600205,11.131976,3.6697817,8.2637415,14.199853,7.8507695,-1.5241566,3.5697625,10.25947,2.0837653,7.4577465,11.0735655,12.58484,9.466278,11.116757,1.177117,7.7416153,13.33758,9.722056,-0.33960354,9.842455,13.464832,7.5402393,3.3342404,1.6539505,6.101797,2.3192623,2022-08-31 07:34:00
18,14.26323,12.425524,8.213456,12.876738,5.0850697,3.1780248,7.502423,8.281536,20.460213,7.219652,4.209726,2.44071,3.6895156,3.3201356,1.2555796,3.4763622,3.9472241,2.7655175,5.58869,5.922113,8.095661,3.4297266,2.2699041,0.10697837,7.078308,4.802795,3.3993745,3.093841,3.9599388,5.852436,11.037108,2.6079798,5.5034385,11.813517,13.00112,8.8220625,3.2444777,8.534472,9.59239,7.4066176,7.497071,9.924573,13.413321,1.086181,9.264877,7.440854,6.0759034,9.969093,12.646504,11.1736765,11.320874,3.7036583,5.1083274,6.0201735,3.3988626,6.986679,2.9594984,3.8773024,3.4459693,7.3510637,5.507684,8.18066,9.836964,5.9913964,8.423779,11.374148,5.165286,6.6430836,10.296445,6.6397095,7.4469624,7.3623953,8.7161255,11.526054,3.6946847,8.887303,1.7408401,7.7217407,6.6282344,4.9348483,5.7256436,8.054238,3.52863,2022-09-03 15:48:00
19,13.104562,11.36467,7.8704653,12.044464,5.1089883,3.239909,6.2015147,8.091992,18.300268,7.2001624,4.113013,2.4666033,2.9630487,4.400536,1.7670416,3.8088355,4.390273,2.090831,6.0301285,6.0722427,8.162225,3.7336917,2.9203734,0.89914364,8.516201,5.049436,4.0556297,4.0802746,4.3862524,6.4177914,11.130508,2.176457,5.9670076,11.293406,12.698042,7.715756,4.0716853,8.473901,9.70498,7.5572796,6.957699,10.055713,13.89846,1.1194681,8.634923,7.19022,6.7159457,10.006745,12.492099,11.100736,11.980986,3.9948654,4.6038013,5.95279,3.2972486,6.183183,3.1415243,5.2025633,3.3609192,6.789187,5.8261538,8.544938,9.691675,5.378451,8.910366,10.67907,4.598702,6.5322127,10.169231,6.708065,7.46276,7.496155,8.952226,11.473355,3.27227,8.8348675,1.5182201,7.753387,7.7224455,4.209085,6.1753106,8.158026,3.159006,2022-09-03 16:42:00
20,5.0477962,3.9534054,5.0054426,9.888533,6.537395,4.826324,1.7119704,4.2055044,6.8577323,7.296826,6.1822515,2.3090415,4.289287,2.4941525,3.7033596,1.2639971,2.8490336,3.5764506,7.47731,8.006477,9.964545,8.272558,9.920073,3.4176605,6.698361,10.239158,3.551692,4.12786,6.2417884,11.716194,10.811367,4.33841,9.1058655,7.7082243,6.8520513,4.126307,3.3984787,9.013505,9.44398,4.537195,6.8971405,6.794629,10.185256,6.3767076,4.598653,6.270693,12.477438,8.799424,9.12846,9.104732,11.451543,4.6302376,4.693264,6.2506437,4.6695304,2.0324326,7.3545628,10.823709,3.3001337,4.91431,10.360913,5.616661,4.1009297,3.371255,7.267876,6.2525554,2.6299949,7.5583663,9.090738,9.234281,10.057603,2.2829962,4.854931,5.508878,6.993729,3.5355284,4.3752995,5.644377,7.887111,2.4286604,4.611349,6.2554436,3.6022785,2022-09-05 18:34:00
21,4.8558183,3.894602,5.5456743,10.430695,6.7413077,4.648607,1.8518697,4.3087354,7.0165005,7.604893,6.5359864,2.1516557,4.3392887,3.1947818,4.2534914,1.6304643,3.3520927,3.1812685,7.4719763,8.097307,9.615248,8.93481,9.994727,3.8692315,7.0146017,10.416323,3.441899,4.7698045,6.7292457,12.39459,11.349578,4.197947,9.541127,7.4348674,6.8106356,3.6502342,3.8204014,9.1806965,9.521222,4.7398114,6.6653676,7.007256,10.6525755,6.509352,4.6092505,6.5987177,12.891643,9.188668,8.914834,9.022447,11.504204,4.3169146,4.5479794,6.0539594,4.9138474,1.650007,7.486333,11.521776,3.478505,4.729612,10.641022,6.080909,3.824259,3.1005425,7.749595,6.267337,2.4640782,7.7689824,9.201163,9.114236,9.9407835,2.344256,5.200161,5.464948,6.9138627,3.7069871,4.352163,5.8344083,8.509225,2.6866858,4.954104,7.1351376,3.5652971,2022-09-05 19:35:00
22,-1.7640499,1.399238,-0.6745603,-2.9949465,0.67234135,1.4162935,1.157816,1.7349441,0.60352474,4.495155,3.6205542,7.488736,2.412048,0.2717054,4.8320837,3.0995495,3.0272481,10.85244,0.25553367,8.7647705,16.68,7.086365,10.004611,7.232157,15.920892,11.653758,3.4125705,9.873174,11.143161,13.462344,9.871796,-0.21488746,6.0377192,-0.9746597,1.7955548,1.1455244,7.0309577,8.533667,6.8834105,7.940304,15.822618,10.405656,13.678329,16.893251,11.33487,7.744299,14.340254,8.98384,12.946181,17.81772,13.822353,3.4648771,9.615629,4.438058,10.653914,5.6881475,7.2665167,11.482673,6.0982833,12.038429,12.106359,6.8390713,1.7196708,3.1094813,11.105381,5.2286906,8.820982,9.989544,11.770605,10.605863,10.016867,4.9607897,8.8374195,10.934111,9.84729,2.6010158,12.945273,16.41821,6.5923657,6.3272576,1.5075327,6.2608395,4.739947,2022-09-08 07:44:00
23,-1.6346616,1.6536452,-0.62355083,-3.0319438,0.6662104,1.5412732,1.1813245,1.7752228,0.80776125,4.369123,3.829809,7.5400934,2.4665446,0.30627966,4.7620945,3.017051,2.8449917,11.123979,0.0783734,8.47683,16.232895,6.9597673,10.298352,7.3156676,15.50009,11.419151,3.321168,9.956999,11.016854,13.300567,9.63232,-0.24872644,6.0040994,-0.92414,1.8963042,1.3767666,7.1211886,8.511086,6.6207747,7.5783615,15.7206545,10.220931,12.973778,16.81232,10.9692955,7.6343646,14.111967,8.783964,12.9042635,17.740633,13.534896,3.5728264,9.369491,4.54258,10.203837,5.6917143,7.4272294,11.019589,6.1394515,11.758623,11.834634,6.727192,1.3305378,3.2639031,10.59037,4.9945083,8.639996,10.374693,11.668838,10.6805935,10.093682,4.5121784,8.644515,11.030159,10.195922,2.2761824,12.939621,16.294258,6.472855,6.234663,1.2143131,5.921404,4.708443,2022-09-08 08:44:00
