,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK,timestamp
10,2.7667742,4.146117,3.0295486,1.4758047,1.8778803,2.3087428,3.219529,2.9979777,21.217644,2.4369638,4.465355,2.7796993,2.5647738,0.4756243,-1.6776295,1.6933992,0.57915694,13.195205,0.01521419,7.8196535,17.422628,2.2381566,15.979837,3.2924168,5.560182,0.6970487,-1.8300894,0.85683936,-0.06283796,12.430742,9.205161,3.162322,2.1523104,5.181704,11.127363,4.746829,2.6878736,8.926909,12.409173,7.9828486,10.514516,13.322994,17.333012,5.0109663,5.0027437,5.191793,13.715221,5.6583824,15.289736,19.793118,8.581429,1.4192528,1.4574516,15.862284,0.14360467,6.1028314,15.853756,17.817501,2.031407,6.5431223,6.617827,2.0153182,3.604363,1.5721669,9.113447,7.737559,-0.15089819,12.827509,5.669826,9.612437,15.87098,0.53245467,16.209953,16.503521,18.579344,6.6655703,3.6780887,8.540643,13.70304,5.671705,2.5798488,11.088306,4.621033,2022-08-21 11:07:00
11,2.2574787,4.3289843,3.8741927,2.139371,2.2113438,2.7108653,2.8055356,2.583156,21.082281,2.0718243,5.6389484,3.4921305,2.8382738,1.1480354,-0.9467511,1.7215855,0.87966543,12.7607975,0.92880034,7.9715605,17.056087,2.3913462,15.437919,2.3593643,5.589823,1.0627817,-1.1994174,1.0996581,-0.4636339,10.179043,8.702802,3.2213602,2.6951852,5.6436343,11.804454,4.6923804,2.931584,9.442993,13.277276,6.890208,10.679372,13.352416,16.661507,4.8219504,5.1654882,5.227032,13.057845,6.3610764,14.968261,19.720121,8.539056,1.000754,0.7766546,15.487722,-0.5266439,6.025387,13.827656,16.986824,2.4750173,6.5648584,5.593264,3.1401575,4.0538154,0.925427,9.0845,7.8701158,-0.42742798,12.975443,5.4791236,9.340024,15.708777,1.0814558,15.801956,16.26549,18.006298,6.551562,4.008037,8.266007,12.724358,4.7186,2.478233,10.728423,4.2530046,2022-08-21 12:07:00
12,18.674414,13.923129,17.470387,24.10114,15.431446,7.4691176,6.7062244,13.844609,8.560889,5.7028465,1.6321852,-2.4930925,5.9240837,13.045438,-0.07758855,5.627062,1.8395984,4.827284,5.80287,3.1557448,3.9079745,2.104216,1.5685068,0.80835307,8.765223,0.6256683,3.7942598,9.453809,0.6527668,4.2211475,4.5857406,5.083313,2.452705,13.2341585,16.304974,11.433731,4.345344,7.848707,2.7934,0.43204933,3.9011798,4.50124,8.478361,-3.735433,5.3528147,8.355022,7.4396663,10.21511,8.483312,12.493817,15.415276,8.718837,5.440344,1.4773109,5.004379,6.8090043,10.160531,1.0762727,5.6368856,4.714682,5.7098346,7.8902283,7.270675,8.706068,6.2875695,5.0867887,0.78322804,10.754476,10.433136,8.860287,8.652178,1.7318536,0.5069057,6.8170147,2.2629936,5.461084,6.6191926,8.396922,4.191501,2.832633,5.0662317,0.29345563,2.4914246,2022-08-24 15:09:00
13,18.465076,13.96526,17.26912,24.351225,15.073815,7.229232,6.701036,13.54328,8.162265,5.7425084,1.4520802,-2.177359,5.6673837,13.13591,-0.14594412,5.652715,1.6857374,4.899369,5.6108413,3.1594925,3.8504684,1.8883636,1.6966938,1.2349252,8.871974,0.8981647,4.134804,9.975491,0.40016615,3.8622072,4.517405,4.9094462,2.3457441,13.369033,16.148989,11.382269,4.221545,7.710717,2.44089,0.20992142,3.9681005,4.182309,7.951342,-3.9525251,5.185161,8.209818,7.501974,10.657781,7.7600446,12.252586,15.454306,8.494002,5.7837443,1.4952371,4.3388257,6.9201927,10.238105,1.1670277,5.9679832,4.929613,5.6276298,7.621179,7.439828,8.7022085,5.7833843,5.3769927,1.0316436,10.446643,10.586189,8.956745,8.358817,1.3982345,0.14222348,7.1063166,2.376385,5.1428165,6.7926264,8.367837,4.234537,2.717223,4.6329675,0.22294894,2.3497107,2022-08-24 16:09:00
14,-1.130743,4.7565594,1.7183113,0.22104305,-1.993171,-2.6606147,-0.45752186,0.325929,1.0898839,-0.10162214,3.8163164,5.7317104,1.3372931,1.1697062,3.2092295,2.7724435,0.9784556,17.131763,-0.49058557,3.7515752,8.681996,9.757671,19.639303,8.506007,19.256378,4.125986,2.8601384,16.403479,12.540694,5.7630634,5.669706,1.3092635,6.6966066,3.6096907,3.9664228,14.341877,13.317117,10.407181,9.309446,5.9046397,5.692853,17.235388,3.9769137,7.8119745,11.246873,7.050073,16.73333,8.710188,8.707448,20.315119,16.834743,6.2479,0.93936765,7.418579,4.6666136,12.26808,16.49888,13.772114,17.212257,9.205884,2.530365,5.1592145,6.2925873,5.553285,9.460585,8.980051,2.2553904,9.212893,13.147576,14.131718,8.030346,4.483917,8.858378,22.964602,9.024115,1.2732387,13.906222,20.195143,4.5328918,9.108127,2.2828016,6.8768187,3.3541448,2022-08-29 03:05:00
15,-1.2110045,4.8116302,1.7010193,0.14063305,-1.832,-2.6836424,-0.42868346,0.34133536,1.0173091,0.00077148527,3.790348,5.867313,1.5075266,1.387545,3.1915817,2.929568,1.0273137,17.319176,-0.57985234,3.6484501,8.8194,9.80029,19.70745,8.632673,19.207401,4.016563,2.9101477,16.524038,12.724158,5.7286687,5.8291235,1.2923453,6.753089,3.587466,3.9199085,14.411627,13.509307,10.296842,9.367572,6.0135093,5.806135,17.306498,3.9312363,7.752728,11.098813,7.0730414,16.826654,8.683196,8.68686,20.240404,16.857315,6.352985,1.042817,7.496546,4.739013,12.359793,16.327528,13.776919,17.24949,9.45994,2.5576305,5.061965,6.3727765,5.6472,9.473861,9.012624,2.2557623,9.215534,13.208919,14.141878,8.059208,4.4664345,8.841294,23.020527,9.065974,1.3881488,13.837275,20.267286,4.685651,9.124569,2.3282003,7.069029,3.3411548,2022-08-29 04:01:00
16,-0.55817276,-0.4634753,-1.1389697,0.40225,-2.0124373,1.5281907,-1.4170939,1.6963753,1.9434687,0.2582917,11.1396675,10.274636,2.187703,0.21079937,1.775588,1.6565304,1.9787517,12.915974,-0.46373773,2.5372167,19.574694,15.855649,18.213083,6.659441,9.557143,14.11307,5.368392,17.72296,13.526228,4.8800063,3.4740846,-0.100931175,3.0138474,12.788816,10.849794,0.50164783,10.231233,8.723504,8.216586,7.616814,12.781817,11.033001,7.380022,15.805781,8.311568,11.046554,19.644342,13.961937,9.18678,19.021593,16.535755,-0.66782975,8.639646,3.1373796,7.410905,3.5387132,8.017607,15.507223,2.5495145,10.180478,14.0083475,14.379217,0.3435538,0.6774059,9.175615,2.4392884,7.018127,9.460875,12.703985,7.411152,8.86696,-0.5404909,10.310224,19.52771,16.060017,2.2441266,10.861085,13.049151,12.78934,3.8956263,1.0155139,4.8051033,2.9884255,2022-08-31 06:37:00
17,-0.64928377,-0.3186043,-1.4105457,-0.081633635,-2.4226186,1.5758691,-0.821796,1.941558,3.2605743,0.57178646,10.6310215,9.995003,2.4176648,0.11579266,1.6268854,1.5739007,2.1775181,12.963512,-0.5252216,2.6880155,19.30037,16.107681,18.124018,6.89948,9.098446,13.877634,5.4627466,17.375925,13.745426,4.8132954,3.509483,-0.16460776,3.0019412,12.465201,10.39187,0.84042,10.201125,8.766487,8.405412,7.3832927,12.454109,10.745642,7.0809064,15.544447,8.732205,11.156215,19.69701,14.096492,9.50522,19.000458,16.591385,-0.74612653,8.896032,3.3021238,6.791619,3.8684547,8.411281,15.22007,2.1852705,10.21422,13.86598,13.42871,0.3314977,1.122694,9.177834,2.189285,6.795147,9.474939,12.763046,7.6790004,8.689631,-1.0454296,10.411959,19.663036,16.432905,2.351796,9.986287,13.354752,13.158594,3.9425766,0.8826623,4.815767,3.2197735,2022-08-31 07:34:00
18,15.9471445,10.222706,13.050168,17.241251,1.3603076,0.20006754,8.116495,4.268037,25.825676,4.2971826,7.771144,0.8326256,0.9556003,1.0448556,3.9367912,3.0913186,2.218067,0.2982385,6.7398944,2.2645714,2.8602822,1.0569241,1.0213413,1.1901199,14.98859,2.6984313,3.0012355,0.44769105,4.147052,2.6889064,7.829085,3.078947,8.31062,16.0754,17.601074,9.361417,-0.060844257,12.1572275,10.527843,8.792991,6.4215565,11.781203,13.449331,1.6054705,7.545765,4.9593744,-0.012310699,13.230769,18.233786,12.533997,13.943964,1.2028414,-2.2305045,6.764498,0.94625366,7.3898025,2.1549406,5.2068796,1.0080225,3.8683674,4.3491273,9.616583,12.843468,2.832734,9.520547,14.400464,3.9694366,6.1049333,8.635389,6.317205,5.631049,14.120998,12.609665,13.325894,4.376289,6.4737544,2.4640326,3.7494698,4.7947474,2.466252,12.531026,4.911052,5.650527,2022-09-03 15:48:00
19,15.947977,10.548975,11.601836,16.181519,-0.40520394,-0.025885811,7.613918,5.1668735,25.14916,4.2261033,8.10477,1.281034,0.3775974,0.22280091,4.7127514,3.6222143,3.161507,0.11631892,7.465206,3.0607207,1.7918569,0.90245444,0.06213692,0.8193394,14.108637,3.1407974,3.2159863,-0.28725615,3.6747015,2.5461733,6.959115,3.2697861,8.239175,16.575495,18.596718,9.194538,0.41656333,12.606049,10.043684,8.522771,5.853317,11.175986,14.476658,1.2973052,8.558763,5.444919,-0.3143837,12.968495,18.274467,12.346659,12.882433,0.44077238,-3.4304938,6.5246177,1.1579736,7.2125096,3.006669,4.0224514,0.9281729,2.9347863,3.0307174,10.80036,13.266378,3.1468637,9.544173,15.638769,3.7338984,6.468239,8.260658,6.4484897,5.03564,14.268854,13.127916,13.447955,4.353182,7.1335263,2.9133167,3.3052447,4.440674,1.7770326,13.600093,4.533281,5.9151683,2022-09-03 16:42:00
20,2.2540581,2.044882,1.9220381,4.647612,2.6109135,3.5294104,0.38408035,1.2840816,4.7986116,4.275531,11.816192,1.7869749,0.31810832,1.2386783,-0.576715,4.266687,-0.12951607,3.5907218,7.5160756,6.3291245,7.5702953,12.27652,12.343384,1.1955422,2.878329,15.423052,2.601784,2.945073,5.9830294,6.471202,8.450999,4.6519866,8.357797,15.041633,14.877559,7.1753273,5.9961796,10.160756,9.2826395,4.625669,6.5094123,3.6904254,7.233426,5.370014,7.051144,10.1801195,9.951788,15.706074,8.359118,8.758374,11.734348,3.4067159,5.681505,8.483342,2.6359293,2.8646023,8.550718,10.493036,0.497858,5.1012836,7.983374,9.125008,6.876634,5.0733023,7.70867,8.6272,2.6250527,5.1003757,9.002545,8.711125,8.677066,5.02813,4.0025945,5.0987263,10.762858,8.8872175,5.574522,7.7715683,8.959245,0.9395899,4.2634897,4.510765,2.495721,2022-09-05 18:34:00
21,2.44434,2.0665824,2.7352738,4.947055,3.583295,4.096711,0.39931005,1.4916617,4.5206594,5.1559515,11.964081,1.8984517,0.7775864,1.8196292,0.7136946,4.5663753,0.9502693,3.494771,8.214563,6.5387325,7.3648453,11.796197,13.023501,1.7791741,3.1319826,15.486439,3.046448,2.7100394,6.482754,7.565824,9.033076,4.69783,8.996792,14.927032,14.437172,6.5396385,6.428179,10.284872,9.2347555,4.9795556,6.7291193,3.2901082,7.5842977,5.0547934,6.483884,10.388803,10.901253,15.488687,8.5723915,9.703292,11.403444,2.8250258,4.6470356,8.91544,2.942696,2.8447766,8.27913,10.590026,0.31687683,4.857107,8.294451,8.700413,6.769117,4.5725403,7.7668114,9.230707,2.9565594,4.8570166,8.862713,9.091558,8.9624,4.926627,4.073681,5.953278,10.74265,8.743772,5.732015,7.0706825,9.973658,1.17783,4.599527,4.89622,2.5013041,2022-09-05 19:35:00
22,1.0583091,0.9626178,1.8943808,1.9572386,0.8351747,-0.8804772,0.9310345,0.14346106,1.0251259,0.4152641,5.948595,18.01444,3.6809247,0.108665854,3.0482788,6.659723,2.1447213,12.610736,-1.0908082,6.505047,13.970164,8.293952,13.864129,11.575622,19.41089,11.445438,2.1997557,3.7545934,5.4863977,3.2621675,3.5532813,0.8513007,4.398277,3.5522416,4.4973893,2.4445896,5.13732,5.2574453,5.9052496,3.3531404,20.106922,14.913808,19.121813,19.771803,17.643341,3.7482452,18.95532,14.433178,17.130905,17.167051,11.981079,0.11271927,11.536723,1.0088198,17.221357,8.977226,13.592857,11.898105,6.3503294,18.838528,5.6568522,7.519494,5.5434585,0.31220806,11.997405,3.5636604,3.6361535,10.963934,7.080442,10.175035,9.133077,4.4651437,8.035302,12.434638,14.805026,1.8711295,15.409506,15.455164,12.20715,3.2076619,-1.4839014,4.350093,4.13568,2022-09-08 07:44:00
23,0.75183344,0.835293,1.4169352,1.1223463,0.50465834,-1.2024612,1.1973318,-0.1462615,1.9794111,0.99524015,6.379255,18.310797,3.5403073,-0.27664503,2.7151155,6.6444554,2.3162744,12.465684,-1.7643678,6.289896,14.085023,8.688386,14.180632,11.943109,19.236303,11.307016,1.7980851,3.426027,5.6746993,2.7290304,3.5892828,0.5774734,4.5885177,3.3450584,4.122971,2.4107292,5.345617,5.653229,6.3126135,3.889316,20.047863,15.457974,18.591555,20.237482,18.014668,4.020768,18.517776,13.804996,17.209223,17.159262,12.207316,0.44424185,11.981185,0.7778909,17.327587,9.465734,14.047237,11.274088,6.376438,18.187445,5.4750233,6.9446855,5.557696,0.51212853,12.134327,3.5469663,3.5363662,11.129747,7.0943055,10.155651,9.013656,4.4954906,8.114059,12.42017,14.461417,2.0141714,14.679481,15.656296,11.35786,3.1303816,-1.2848239,4.3312664,4.6709743,2022-09-08 08:44:00
