,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK
10,1.387081,0.8552332,4.1508675,2.699416,2.8974893,2.8719113,2.227877,1.7128178,18.268791,6.998002,3.6624105,3.5671651,1.2673266,0.72310746,0.5016566,-0.94682443,1.1843646,8.618638,4.878698,10.33935,13.967726,3.4559207,15.276904,1.9713391,5.83606,2.8617318,2.022188,1.3281579,-0.42894894,16.22538,9.561368,4.9160247,9.194714,5.7710834,8.742863,7.2991843,2.7620356,8.495753,10.0294285,6.672215,11.618766,11.240943,17.090256,6.064131,6.0456076,5.4104047,15.257192,9.72028,18.916758,18.741108,7.191389,2.1063254,5.4367332,16.658936,2.198081,3.8321836,12.726938,15.588303,2.0194583,7.7360277,7.2336917,2.9311793,1.5184269,1.9117,6.082247,11.621954,0.788473,12.857483,5.842346,11.754413,18.12207,-0.38308,11.090997,16.66945,17.83209,7.3497014,1.36695,10.817986,17.60819,6.758997,-0.6925545,10.066626,1.4828213
11,2.060071,1.9468558,5.0504084,4.3589563,3.6125593,2.9490654,2.6926334,2.463488,19.999628,6.5168457,3.7328966,4.768259,0.31866667,0.28582847,-0.31891102,-1.4313068,-0.6248939,7.55848,4.7448697,9.648411,12.475418,3.4182336,14.966998,1.0108154,3.0187116,2.2652264,2.793941,1.5541036,-1.5878351,13.902751,6.9723625,5.14386,10.071655,7.5072637,10.014477,9.227928,2.1922839,7.054925,10.697571,7.177102,11.405927,11.197415,16.66649,5.3640795,5.254709,6.0696507,14.072278,9.718959,18.258787,17.843292,6.391641,2.8348913,5.99295,17.343424,0.7056314,3.0974104,11.11109,15.177614,0.90293074,7.51454,6.0538125,2.3393624,1.6936493,2.8525634,4.3408184,11.608818,-0.059192568,12.341547,5.8192377,11.61886,19.076794,-1.03331,11.176604,15.968714,17.664116,8.086379,0.72158414,8.726738,17.240242,6.951672,-0.25725272,10.253091,1.7020565
12,15.801493,12.813801,14.618729,23.654512,12.149825,6.861928,7.1154914,12.479369,6.4564886,5.373083,1.2296048,-0.0058501177,9.396706,13.460103,1.6666273,6.414708,2.3616679,2.7405145,4.693279,3.4574106,4.689224,2.814457,3.206442,1.0133632,8.686636,2.167524,3.9760017,7.8623943,-1.825088,7.2541428,5.5403686,5.8472266,5.561974,11.934881,11.456674,11.550886,1.8494078,12.154788,3.5838926,0.7445162,1.8939675,5.68312,5.58415,1.346051,5.788152,8.280796,7.25225,9.019737,6.6984625,13.138743,16.318863,11.986722,8.085703,4.208349,5.3659277,4.9575,11.568331,0.30507088,5.367067,6.715237,6.0715485,8.747387,5.5132947,6.440026,7.767093,2.7463377,0.38536796,11.56459,10.789163,11.478399,8.869974,3.0838387,1.3301302,5.288375,1.7715695,7.0773225,5.4466486,12.338818,1.7846458,2.0452826,5.683561,0.34584093,4.247927
13,15.770823,13.181624,14.259771,23.14901,11.425154,6.327487,6.7553086,11.740627,5.718744,5.755961,1.3908585,-0.030228417,9.020709,13.066315,1.3029617,5.7527313,2.8108833,2.7995527,4.9315634,3.8258083,4.310075,3.1671655,3.3413289,1.0424328,8.4995,2.6649783,3.371454,7.9973702,-1.8033726,7.295182,6.0693183,5.5029273,5.2104077,12.291942,11.641469,11.270399,1.9131726,12.705379,3.1121714,0.8726816,1.7897447,5.3541594,5.707563,0.79247785,6.1677046,8.266267,7.6380067,9.15591,6.341299,12.813704,17.144869,11.672101,8.190781,4.5180583,5.249694,4.8951287,12.579823,0.59999394,5.497935,6.2907977,5.824498,9.253758,5.322235,5.840412,7.6694684,3.345842,0.09703657,11.465329,11.010692,11.522616,8.522109,2.58162,1.1112106,5.418991,2.0312102,6.4545875,5.4286537,12.382923,1.9283111,1.9986755,5.212397,0.1600154,4.0612073
14,-0.08555021,3.5975096,1.1678407,-2.4130394,-0.58131146,-1.4708531,-0.08090338,0.09257163,0.3589324,-0.75846344,3.8080769,5.0391083,0.061152183,-0.55713665,2.8085136,1.5724776,1.9293435,15.358515,-1.9224961,4.5590973,7.133982,7.6402926,20.413296,8.723067,19.221077,6.588601,1.9026366,15.962131,14.94203,5.975349,1.098619,0.4940715,7.519111,3.9754941,5.4115677,14.907745,12.177204,10.94954,10.826822,8.26086,9.048271,15.15806,3.4796987,8.224553,9.174591,8.460859,15.436436,7.040432,9.637685,20.850227,18.039715,6.2315373,2.3081715,8.887604,2.3809586,12.30968,17.900078,13.621922,14.810824,9.959612,3.6180356,3.286131,6.3616734,5.358033,10.750759,7.6280336,3.8000336,8.22755,13.888969,14.777524,7.8029404,3.8049505,8.656446,21.542065,7.1755524,1.1967136,13.651063,19.049856,6.0683866,8.186065,1.84786,6.789304,4.2730513
15,-0.017052555,3.7634878,1.2295274,-2.3666587,-0.32756308,-1.4224675,-0.0395194,0.19087924,0.23014632,-0.8186322,3.7943778,5.1521974,0.06626912,-0.5597204,2.8559701,1.623327,1.8862417,15.26343,-1.9779179,4.5317383,6.974841,7.614393,20.338522,8.662164,19.100933,6.4609327,1.9619803,15.896888,14.890087,5.937034,1.0295901,0.4889032,7.504107,3.9453928,5.3959846,15.0678425,12.174595,10.912883,10.805333,8.2838745,9.059181,15.25861,3.4874184,8.185697,9.186098,8.557952,15.439403,7.099622,9.642922,20.865438,18.071667,6.3386145,2.2760758,8.928658,2.4833164,12.308625,17.783146,13.531514,14.805799,10.06793,3.5178745,3.279739,6.3931785,5.417495,10.856133,7.6013203,3.8272965,8.167941,13.853782,14.794498,7.7901707,3.9475203,8.671903,21.628399,7.1120367,1.2211162,13.680854,18.953833,6.0396757,8.290461,1.9077941,6.731281,4.285689
16,-1.0022653,0.30307084,0.79245716,-1.1381271,-3.219961,0.94069934,-1.5060965,0.46075094,0.3705789,0.38895935,11.174946,10.401481,2.2378309,0.77189004,3.9376044,1.5564519,1.6235416,11.066259,-0.57263213,4.901907,17.9173,15.321534,18.242298,5.2047887,10.7025795,16.680094,4.6047645,19.097277,14.294121,4.9494605,1.686729,-0.7299672,5.1620793,9.983794,8.721353,1.7989914,10.298883,8.931133,10.883993,5.639066,13.325036,12.216437,6.5802865,15.453354,7.618817,11.732974,19.962477,15.055645,10.256527,18.905828,15.08996,-0.013870746,9.120678,3.6862736,7.5448046,3.893648,7.7116966,15.187241,2.4588323,9.961143,11.747946,14.683905,-0.19583534,2.3688939,9.61514,2.803158,7.34791,10.33464,13.74391,8.404468,10.671687,0.6882825,9.12013,17.411934,13.699159,1.4648932,12.563954,13.109005,11.880894,2.662282,0.77483904,4.6751575,3.0000799
17,-0.9183186,0.6358215,0.9745836,-1.3326876,-3.630144,0.480613,-1.3262769,0.4666518,0.627637,0.6388387,10.932148,10.402348,2.4891193,0.95013225,3.9076834,1.7081788,1.8332813,11.424964,-1.0269623,4.817388,18.22062,15.069339,18.113262,5.596611,10.918999,16.095224,4.5493875,18.609022,14.159036,4.8948255,1.7427068,-0.72786045,5.338105,9.65795,8.239305,1.6405442,10.270834,9.292013,10.852629,5.4620576,13.537464,12.407569,6.6287875,15.244596,7.646496,11.704281,19.717607,14.720999,10.368502,19.227087,15.390139,-0.15907386,9.349102,3.8235054,7.168856,4.086904,7.8193293,14.861322,2.2950397,10.082475,11.590177,14.466849,-0.41899848,2.2299974,9.672252,2.9035447,7.3418465,10.579385,13.786153,8.437383,10.593618,0.41149807,9.147986,17.474386,13.550332,1.5737311,12.059039,13.277767,11.777384,2.6055987,0.6638924,4.546329,3.0073729
18,11.92501,7.024528,10.089304,14.725866,2.9177048,3.5060384,7.787644,5.905098,23.24732,4.4322634,6.3878236,1.0921183,1.7188662,2.3320494,0.21840519,1.79268,3.6665218,1.1424574,4.157293,1.3746724,1.7184108,1.2689971,2.2360678,2.9021664,17.133171,1.2563299,4.2215977,0.6818535,5.75874,2.8875098,9.682069,3.8848305,9.972849,16.452837,19.56827,11.217662,3.0040362,13.070394,10.374952,8.068126,8.091208,11.800802,10.134199,1.5626128,8.264755,4.815242,1.171394,14.819949,17.955372,11.847454,12.6143875,5.01903,0.30896765,8.236302,1.2611448,6.926844,3.3487253,7.3998656,1.4994984,4.2517505,5.7441316,10.556791,10.966285,3.3328476,9.844473,13.587427,1.6611987,9.6650095,11.155066,6.6399636,7.350108,11.511877,9.78625,8.859507,3.689891,6.544996,2.6879985,6.3330626,6.433928,1.6104769,10.623617,4.5768895,4.285641
19,11.481007,7.351121,9.187716,13.78257,1.8488591,2.514178,6.86664,6.163041,20.958023,3.926331,6.168785,0.87851936,1.4839207,2.2201881,0.35164064,2.0048769,4.630802,1.8145603,4.4513936,2.28432,1.8267609,0.87415874,3.2020464,3.4479675,17.803514,1.4046772,3.1980603,0.19534081,6.3755574,3.631139,8.897307,3.5886598,10.376688,15.72603,18.761526,10.834745,4.816214,13.750116,9.941498,8.334332,8.373478,12.110262,9.737374,1.8707483,8.596123,4.9314075,1.0769295,14.454749,17.084143,12.671471,11.894931,5.398968,0.6481891,8.8521385,2.2898893,7.2531476,4.5006924,6.8752384,2.325726,3.9245522,5.338013,10.89959,10.171589,2.9829097,10.5233555,14.508446,2.1166835,9.970753,11.470704,7.1847878,6.9328527,11.223547,10.107827,8.72314,3.6947944,7.043956,3.2200537,7.3785357,6.0019913,0.5534259,9.9415455,4.6302648,4.7186637
20,1.997739,-0.036945805,3.7331047,4.951735,4.4609785,5.419198,0.0009948309,1.6205138,7.1278405,3.08211,8.471587,0.6974558,0.29795954,2.4088047,1.2263197,1.187802,0.96476007,1.4313258,7.374791,6.3574753,3.0653138,8.973351,14.344352,1.3900973,6.2945232,11.770429,2.628596,6.8426547,7.5533466,7.7283206,8.768989,3.9900942,10.087465,14.07754,15.214532,6.728198,5.6253476,11.048238,10.608709,6.4511094,8.448922,4.2613664,6.3203125,4.4714775,6.8333435,8.471971,9.548602,13.141279,8.52994,11.864805,8.777848,5.256902,5.933694,11.110667,4.307378,1.1961789,9.197335,11.247279,-0.087135285,2.1092317,6.7974553,9.394791,6.2937107,3.3218431,8.641454,8.203205,-0.008140951,5.022212,9.297872,9.48867,10.884285,3.9937356,2.9162045,3.857549,8.349429,7.688073,7.1194377,8.488576,10.936498,2.133892,4.7093973,7.1575656,4.402637
21,3.490862,0.8676472,4.493927,7.281772,5.379929,6.4048977,0.090781,2.5121918,7.7246585,3.2406788,7.74748,-0.2067421,0.98425764,3.0247452,1.9792901,0.6717367,1.8771279,0.5482697,8.569259,6.5992694,2.432994,8.071208,14.119132,1.5679463,7.033194,12.571548,3.0892031,8.252871,8.504779,8.827515,9.744067,4.0606127,10.350919,14.6526985,16.131453,5.483859,5.524162,10.638917,10.852538,6.3967495,8.814311,2.8570178,6.384665,4.728855,6.7268143,7.9563174,10.103682,13.021741,8.334829,12.459688,8.063965,4.356413,5.3532643,11.198002,5.130257,0.72103053,8.84001,11.114738,-0.4727268,1.9296337,6.959912,9.976173,6.938805,3.0771205,8.62569,8.393914,0.53942144,4.496643,9.18036,9.694497,10.811036,3.689274,2.66712,4.3094106,8.424975,7.9558067,7.709603,7.9714837,11.752405,1.6540965,4.801298,8.165394,4.5903096
22,-0.59164417,-0.8999022,-0.2660188,-0.9703048,0.9321792,-0.8454499,1.1090795,-0.9644738,3.57801,0.32251686,5.850193,19.615683,3.447027,-0.09754096,4.564245,6.1383915,4.3725634,14.743252,-0.1511789,7.3671165,13.264,6.473582,12.232044,9.782091,19.674047,13.372977,2.5769618,6.1747117,4.783209,3.0500243,2.6959105,-0.52866083,5.0591474,2.996925,5.8979864,-0.086652026,6.067515,7.2007213,8.643492,3.5760546,20.870522,14.05525,17.228477,20.145496,17.685081,3.9020283,17.873156,12.952622,16.228,17.422445,13.620793,0.61871433,14.238197,3.826231,16.608366,7.2840443,13.397582,10.842968,6.2259398,17.24326,5.454698,5.7764444,6.233661,1.0539837,13.315006,2.7389095,3.8730059,11.005676,8.81757,10.070963,10.924074,6.295497,8.68006,12.795901,12.793731,0.6348916,15.991658,16.844973,11.05559,3.1063397,0.4148681,4.801374,6.149527
23,-0.4490992,-1.2017246,-0.53047395,-0.9325016,1.0757401,-0.7306578,1.3967139,-0.74341905,5.540397,0.8007106,5.780251,19.330795,3.0988233,-0.34242308,4.152166,5.816146,4.0523353,14.640972,0.005193174,7.4881887,13.820719,5.889585,12.129286,9.261962,19.625599,12.760489,2.5740998,5.710752,4.3019958,2.7603514,2.226036,-0.422945,4.9706426,2.6785183,5.521618,0.44585705,5.896119,7.3333225,8.572588,3.586226,20.823853,14.422306,16.784557,19.738146,17.587944,4.420583,17.335255,13.049902,16.3877,17.405478,13.467941,1.0969934,14.728737,3.581403,16.254494,7.611947,13.43375,10.4484,6.337356,17.17801,5.687651,5.452187,5.9440527,1.6055706,13.013009,2.913137,4.3423986,11.289919,8.692139,9.983215,11.00781,6.4268208,8.745083,12.955797,12.725744,0.50392044,15.463176,16.951685,10.636458,3.116865,0.072347134,4.2585254,6.481539
