PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK
4.4333777,5.3519363,5.553738,2.3493366,5.3004904,1.6538762,3.047771,3.847524,17.600765,4.7318397,2.379119,4.3141513,1.5571005,3.8299067,2.4855368,1.3819985,3.4085755,13.982822,2.024723,9.657802,11.650533,0.495809,12.221815,1.5344563,3.6107259,-0.26078323,0.7872274,3.1461082,2.0627375,16.907457,9.737768,4.597541,8.046657,5.7842627,11.263674,6.483281,4.201264,6.2507744,11.475006,6.9092636,9.953156,12.874633,18.829483,4.517971,4.7565312,4.1564174,16.126186,5.8378625,18.183271,18.427307,6.8258877,2.8506672,3.146767,13.634183,3.509554,5.1227756,12.771387,14.582954,1.609695,6.67633,3.7464788,2.502583,2.5063076,3.0374167,7.125979,10.200381,2.6364179,13.600651,7.1380806,11.191395,16.985239,-1.4651504,13.16828,18.561024,15.202304,6.914689,5.0884504,9.7177515,14.533233,4.9156003,0.6588621,11.235629,1.6027234
4.5464315,4.621036,6.5087194,2.9428093,4.666055,2.3850052,2.7363188,2.192434,19.487324,5.1035233,3.0418205,3.6468022,2.298918,2.8033302,4.1152477,2.8312802,2.5472076,12.875941,2.6785212,8.230047,11.705843,0.0584549,12.567737,0.8651318,2.6128674,-1.188252,1.0044384,2.8103838,2.1843085,15.954359,8.817498,4.5724936,7.7197933,5.4889674,10.461986,7.7581,4.5603147,5.873083,11.674854,5.9772243,10.482345,12.9309435,19.07997,4.026086,3.0972636,4.041073,16.648361,6.176381,18.038568,17.505493,6.269011,3.0602946,3.7765982,11.803894,3.1952043,4.2463975,11.054216,15.210379,0.13756412,7.073712,4.6259975,1.9300892,2.7810519,3.9481704,6.157559,9.629462,3.6682262,13.457472,7.567392,10.912767,17.390448,-1.0042518,13.188458,17.356451,14.282208,5.842479,5.574693,9.873003,14.426293,5.5277,1.6771779,11.413281,2.0776422
17.09277,14.787763,15.394426,25.972084,16.224861,6.8954535,5.1825876,12.035754,4.58559,5.839143,0.74394524,-1.410414,8.193463,13.316961,0.020277917,2.8947158,1.3150026,4.206418,5.1552243,4.0441103,1.298846,4.238663,2.3400872,0.6936874,8.313893,4.2451105,4.4033823,7.9457073,-0.9336288,9.045602,6.1671233,4.8920994,4.886293,13.565359,16.112333,8.775058,2.1238306,9.216911,2.5352182,2.0656157,2.3181214,6.348843,6.369153,1.5741642,6.0384746,6.9187026,9.323215,8.951991,6.636924,14.533748,14.5287895,9.59177,4.9384007,3.2982068,7.0720663,6.0444875,11.851913,2.2335954,4.10308,7.901174,6.973215,10.418166,4.9655013,6.4314523,5.129671,3.3743677,-1.3600535,11.687664,9.34746,9.935096,9.795089,-0.01965487,0.89822507,4.301084,1.6863222,6.312793,5.430939,9.309375,2.7953057,-0.42603078,4.0607233,3.7239447,0.7912113
16.849236,14.341519,14.821528,25.275969,15.188069,6.5547724,5.26091,11.947956,4.2697153,5.121801,1.5092303,-1.6730762,7.502228,12.433392,0.35931867,3.7030725,1.3061862,3.86446,5.8731995,3.9093556,1.4647872,4.1283493,3.4994242,0.4168467,8.678972,4.865309,4.8292155,7.315105,-0.1611346,8.225101,5.9195375,4.8622217,5.27514,13.385509,16.23505,8.818505,1.7543694,9.78392,2.532752,2.1845365,2.672939,5.752451,6.4483557,1.3921473,6.0238557,6.816674,8.966,8.544271,6.6040883,14.427721,14.786966,9.518021,4.570023,2.8019438,6.39577,6.6041803,12.54928,2.0906796,4.8699927,7.3302236,7.768898,10.183068,5.5736814,6.695664,4.5228653,3.6575532,-1.3009596,11.694515,9.133589,9.988413,9.466516,0.050483823,0.8523917,4.247961,1.1435331,6.121691,5.4754806,8.665414,2.3613324,-0.6093637,4.4508934,3.9768867,0.9779966
-1.2887192,3.5155349,1.8453708,0.07944265,-0.76325595,-2.36718,-1.6334598,-1.1673427,-0.46073872,-0.1157189,4.3376594,5.1131988,1.7367101,-1.0757568,5.344555,2.420291,2.0092463,14.506886,1.622288,3.4612048,8.164025,11.181939,19.46103,8.575671,18.306925,6.448447,3.324965,14.098924,15.578156,3.4674537,-1.282304,0.41814953,6.883752,3.2328615,6.064616,14.360628,10.867986,10.2880745,10.031818,8.241476,7.7826653,17.07898,3.244841,8.10456,9.6932,8.2018795,16.54464,7.940834,10.001396,20.654003,16.436,6.6469216,2.2670748,7.483944,3.1903381,13.885876,18.557209,11.591507,16.301956,11.48241,4.8849325,5.4269133,5.1447287,5.5272603,10.060704,7.9208903,2.7272751,8.612735,11.452143,14.21818,7.279152,3.9387107,9.396286,23.107975,8.5460205,1.2173285,14.249076,20.433954,6.8287296,9.117209,1.3390188,6.9806576,3.5796385
-1.0309136,3.649931,1.588779,-0.015356153,-0.6575092,-2.2213945,-1.5529981,-0.8330145,-0.030742578,0.10212535,4.3164525,5.189777,1.6123257,-1.291611,5.1208696,2.2841911,2.2823598,14.351509,1.5745401,3.4427059,8.084856,11.064592,19.35348,8.6213875,18.43958,6.3348656,3.3443933,13.913906,15.368939,3.4807417,-1.457825,0.42053312,6.7650247,3.2949271,6.1061234,14.495154,10.958678,10.328954,9.923723,8.227626,7.976099,17.07078,3.258772,8.135468,9.70305,8.201734,16.454231,7.9484806,10.071233,20.68749,16.40958,6.6771855,2.4807734,7.700495,3.171379,13.977361,18.453064,11.324171,16.337925,11.598253,4.755564,5.310384,5.2099924,5.4785137,10.193224,8.019433,2.6761317,8.506796,11.436779,14.246789,7.222038,4.078326,9.410729,23.245964,8.629541,1.2621955,14.235085,20.491653,6.849279,9.096068,1.3006606,6.84318,3.6779594
-0.45377514,-0.6483936,-0.38049704,-1.7769192,-0.8825352,1.78245,-1.5093713,1.155611,1.1473304,-0.066584885,11.817184,9.401885,2.642213,0.6039726,2.2768712,0.6350407,3.1879673,12.723578,-1.2257757,4.798044,20.666357,15.753889,17.044456,5.245586,8.053457,15.375337,5.08498,19.44091,15.127734,6.2375894,1.4413984,0.17405713,4.425422,11.914755,11.305687,0.03584847,10.574705,8.680076,12.13438,7.8240147,12.785461,13.89493,7.1472707,14.738531,7.9824734,9.722071,19.113588,15.752261,9.276819,18.389532,16.25496,1.0021381,8.877137,3.4349492,8.710365,4.285866,8.629823,16.360481,2.440093,8.781944,14.203563,16.729538,-0.30707306,1.7239118,9.573023,1.7761984,8.055407,9.895823,13.978338,7.630618,10.6896715,0.16318947,10.225596,19.742016,14.747278,2.6010766,14.854099,13.96114,11.6752,3.4746535,0.56966424,4.6049213,2.2584329
-0.71350217,-0.657258,-0.3324209,-2.9010284,-1.85,1.154039,-1.3038814,0.87865376,1.4003478,-0.56254417,12.214636,9.485841,2.2443614,0.33489078,2.24809,1.2492094,3.185617,12.715774,-1.9861112,4.4919577,20.084219,15.613954,17.204262,5.446661,8.031225,15.756301,5.1654916,19.290293,15.573712,5.351963,0.98983926,0.1386553,4.445373,12.402306,11.546847,0.7300684,10.680671,8.921219,12.53834,7.8114705,12.564125,14.052116,6.849688,14.080609,7.8814254,9.46691,18.907646,16.022312,9.121324,18.427876,16.487062,1.0076976,9.095479,3.194912,8.268501,4.7070417,8.943257,16.123133,2.237819,9.107045,13.984442,16.68821,0.23046035,1.8659846,9.546926,1.8327003,7.8537726,9.751494,14.0303955,7.5372977,10.46207,0.26252317,10.224249,20.07712,14.373227,2.6276946,14.812774,14.047671,11.483444,3.393174,0.7355466,4.3876624,2.3460684
13.337502,8.837041,11.439001,18.087078,2.7622073,2.0859847,7.820119,-0.52145505,21.73723,5.1054544,6.1925983,2.3942382,0.35804296,-1.810879,3.070301,4.3946695,3.8769855,-0.44958448,4.477128,2.5437183,4.9407663,0.32437792,2.3884094,3.267849,13.312986,1.2515616,1.3128457,2.5353177,5.532608,2.2517993,7.8649554,2.4897418,8.837474,19.152523,21.523561,10.497944,2.0241086,14.396493,8.662455,10.556963,9.884979,12.835378,14.57858,1.8321683,6.5732703,3.1813369,1.0850022,14.698747,16.270891,11.902824,16.193518,1.9286876,2.051369,5.339978,1.9472498,5.915918,4.620859,7.4818835,4.3311863,3.8937821,6.072277,9.845759,13.44455,3.6152315,8.678471,12.791453,2.9480462,11.360417,10.30093,6.7397356,8.167272,11.252636,10.39959,11.578056,3.5091553,5.8850994,3.11291,2.8694074,3.7171803,3.3849196,12.577262,6.855108,4.909094
13.587434,9.489907,10.955658,15.402555,2.407417,2.5527797,7.453557,-0.8808851,20.359081,5.4224353,6.3152747,1.1968915,0.534384,-2.3379648,3.6303258,3.8037474,4.6090894,-1.0695076,4.847183,2.6486125,7.0163555,0.09098378,2.5952256,3.3138995,13.732646,1.1612322,0.81887436,1.6240947,7.228199,4.8325844,9.585786,2.741074,9.320913,18.580221,20.914825,10.008116,1.8969415,15.074064,7.9025235,10.735589,9.821608,12.965744,15.176353,1.7347133,6.2527113,2.5329213,0.5098326,14.545087,16.856756,11.972749,15.918376,0.73459715,0.55698425,5.9566097,1.5846134,6.4310975,4.989263,7.637181,4.305985,3.6039805,6.189234,10.925453,13.185079,2.7173314,8.523865,13.8370495,2.577167,11.518822,10.055788,6.591561,8.2425785,10.9213085,10.52823,11.106082,3.399936,5.8940954,3.5039515,1.3686609,3.9446363,2.9893384,12.226024,6.205165,4.646344
1.7834775,0.73983866,3.0994313,10.50639,0.30471548,6.4769964,5.188249,3.989354,3.868184,1.7033765,9.694715,1.3696225,2.09503,-1.5730531,2.1041129,4.215671,1.2889524,-1.3338138,2.9675512,8.162291,7.8914547,11.577458,16.588514,-0.48989683,1.505859,12.457955,3.3991442,6.2672644,3.0889487,9.373541,12.752961,3.6060553,10.0511,15.490782,15.955096,7.7133203,3.6537745,11.144508,9.628769,4.499886,9.791887,6.2998815,7.2341876,8.399501,6.173139,7.5556264,9.444752,14.884454,8.180471,8.625163,10.287172,4.5658526,7.0874753,10.3986,0.8988129,0.54861724,5.301586,12.5099125,2.665993,0.6252192,7.1054525,4.133253,7.90709,5.2603493,7.4909816,6.499279,2.0993888,4.281634,9.843548,9.093594,10.896616,4.509598,2.4514532,5.7771173,9.88342,9.001245,4.7169085,7.151469,8.794431,3.5902972,4.373603,6.199231,5.1148553
2.859925,2.1694565,4.81636,12.283684,1.0059718,7.1008797,5.639616,4.026184,2.7371511,2.8263009,7.8943005,0.86732864,2.5071468,-1.8314314,2.2130432,3.9855685,1.2599053,-2.1429205,3.458364,8.3143635,7.022215,11.167885,16.106688,-0.1199761,0.69362724,12.5715275,3.607172,6.9834294,3.920792,9.986458,14.056578,3.974043,10.352764,14.56213,15.291921,8.022192,3.2773647,10.473077,9.387806,4.476924,9.219615,5.6447854,7.1404476,7.9649625,6.221797,6.2675853,9.360663,14.736757,9.403988,9.013854,9.7162,3.3762467,7.7594657,11.393178,0.71840584,-0.23963463,5.0041537,12.7857895,2.1745837,-0.3184153,5.9572268,3.8701293,8.234039,5.521148,7.2719398,6.2161613,2.114446,4.0705323,9.671843,9.191901,11.5391245,4.1271143,1.9418591,6.1250577,9.752089,9.753493,4.036099,7.5257616,8.99648,4.3967957,4.59896,7.1119847,4.5583534
0.5755565,0.65001446,-1.2732773,2.953737,-0.19825044,0.35064122,0.66914505,1.0585284,2.389268,-1.127733,5.1337757,19.171446,4.150095,-1.0536454,2.4238615,7.7652593,2.5138178,11.572161,-1.4713359,6.845152,14.302399,6.894929,12.631896,9.00173,18.79556,13.389168,4.907828,8.052122,5.3714085,1.4419731,2.121041,0.8934952,4.13899,3.8208327,4.4243693,1.5417006,5.0147824,5.6824784,8.887266,3.4722502,20.525597,14.09462,17.39887,19.670736,18.957912,2.2066574,18.172737,15.671622,16.861103,17.92966,13.393269,0.5157277,12.868051,1.8544776,16.717722,7.655131,13.353843,12.3055725,7.251596,18.033175,3.9811997,9.217461,6.8333583,1.2304621,11.768315,2.5667596,2.7957344,8.982995,7.265306,9.837231,11.134963,5.7534046,8.1888075,14.328117,14.651574,1.5282624,18.115778,15.945067,11.55849,2.639479,1.0291202,4.2858753,4.756679
0.16204908,0.38762766,-1.5937171,2.0435064,-0.5720941,0.56751037,0.824411,0.8143239,4.3007784,-0.689792,5.9465475,19.167742,4.6179013,-1.01755,3.032177,8.464578,2.7636728,11.69036,-1.4823706,6.2413874,14.218072,7.068813,12.475786,8.818946,17.990396,13.335379,4.9681196,7.9847765,4.9229107,0.76242197,2.8950436,0.8734077,3.835257,4.1593575,4.6100473,2.1335053,4.7810864,5.83712,9.379721,3.2865732,20.03932,13.699816,16.612461,19.060282,18.5364,2.3644276,18.027718,15.612855,16.757372,17.384552,13.08301,0.60421795,13.281384,1.3215678,15.959986,7.300929,12.531909,12.041407,6.8050632,18.105814,3.794322,9.07496,7.1103005,1.6514888,11.380704,2.1506467,2.8350735,8.593316,7.4544625,9.392264,10.829898,6.1264796,8.191552,14.058701,14.273649,1.4672518,17.261217,16.23969,11.057881,2.7135808,1.4227586,4.129651,4.98563
