,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK
VILHARJEVA CESTA,1.4519002913923256,1.4519002913923256,1.4519002913923256,1.4519002913923256,8.31497002432611,1.4519002913923256,1.1482770778727491,1.1084966625060784,1.4519002913923256,1.4519002913923256,0,1.4519002913923256,2.2602609224299397,1.4519002913923256,1.1469193658663417,1.4519002913923256,0.7803944219305098,1.4519002913923256,1.6298213067114247,1.941342029558491,2.530781022506335,18.84052796944461,4.6051251596871685,1.4519002913923256,1.2613996143528061,2.240228804930984,1.4519002913923256,1.4519002913923256,1.4519002913923256,1.4519002913923256,2.6163727506756507,3.9584617296055584,4.53020160815019,2.2292076211027423,1.4519002913923256,1.4519002913923256,2.332342530533216,3.9094698902982197,4.9598307927524905,4.242081294862449,1.4519002913923256,3.3288739100531433,3.0869591453908414,0.5854901182192285,0.17087176033516244,0.035950925250853465,1.4519002913923256,1.7490601968303212,2.5686174990806614,3.0537349449072875,2.5880546311958987,3.6514928680684706,2.643381737445826,1.1733855844431977,1.2435498664821671,3.196886175118158,1.2429691430057972,3.7559787872271824,0.9946102276484463,1.4519002913923256,13.690281807699224,3.404842920158708,1.6611276450583925,2.760101382881398,4.141234349711346,3.9718316116068535,4.128743123856129,5.1317957186462975,3.952007657745637,4.721293373461289,7.309130239247805,4.610183685996981,4.942486504423152,1.4519002913923256,4.672413391927422,4.49648846137755,1.4519002913923256,2.8805702283115906,1.4519002913923256,1.4519002913923256,1.4519002913923256,1.4519002913923256,4.407179232178662
PARK NAVJE-ŽELEZNA CESTA,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0,0.8233414373770169,0.0,0.9527328541908056,0.0,1.0148341570103085,0.0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0.0,2.331978029668011,0.9590852936174964,0.0,0.0,0.0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
TRG MDB,0.8233414373770169,0.8233414373770169,0.8233414373770169,0.8233414373770169,8.932473711371138,0.8233414373770169,1.1193965355353552,1.246863367023263,0.8233414373770169,0.8233414373770169,2.2602609224299397,0.8233414373770169,0,0.8233414373770169,1.6778955874177237,0.8233414373770169,1.8177401307813768,0.8233414373770169,1.4048292837262741,1.747609920541854,2.4315871743018,17.66664200381701,2.6572892740215397,0.8233414373770169,3.1352396266004123,0.4893578467187907,0.8233414373770169,0.8233414373770169,0.8233414373770169,0.8233414373770169,4.294248282262142,1.7816471074786908,4.668679775569502,4.456570789639075,0.8233414373770169,0.8233414373770169,0.9011399567277897,2.260836494634997,2.7232416160065203,1.9985833146951588,0.8233414373770169,4.761030248356342,4.774188379258914,2.7250344562037063,2.3061066465578266,2.2420981101949704,0.8233414373770169,3.6475180441829087,4.427383891533585,4.891373590783215,4.010885365888419,2.012812382973088,1.0637630718540017,3.432032405918244,2.1008435012545217,3.742636849397495,2.698972911195264,3.344420137571166,1.9593019884388538,0.8233414373770169,13.443721398717845,3.419139274299365,3.891114454278594,0.617778141239589,2.066213169279147,3.0312457940061477,4.058909704108111,7.001579129528567,5.804474533366766,6.571092776662202,9.278566290909303,4.179422488985522,5.053890735581315,0.8233414373770169,2.606826020956336,2.5374722350549055,0.8233414373770169,0.7852649344923388,0.8233414373770169,0.8233414373770169,0.8233414373770169,0.8233414373770169,4.2302841945221905
PARKIRIŠČE NUK 2-FF,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0.0,0.8233414373770169,0,0.9527328541908056,0.0,1.0148341570103085,0.0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0.0,2.331978029668011,0.9590852936174964,0.0,0.0,0.0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
AMBROŽEV TRG,0.9527328541908056,0.9527328541908056,0.9527328541908056,0.9527328541908056,9.271243965232271,0.9527328541908056,0.9783905866979363,1.1829654929481577,0.9527328541908056,0.9527328541908056,1.1469193658663417,0.9527328541908056,1.6778955874177237,0.9527328541908056,0,0.9527328541908056,0.36685455344733336,0.9527328541908056,1.8934944090379788,2.327932762482414,3.0620771709266688,17.71155599348756,3.5831080983373047,0.9527328541908056,1.5084711785892142,1.9074966647865195,0.9527328541908056,0.9527328541908056,0.9527328541908056,0.9527328541908056,3.7490017275027325,3.0979654365590097,5.273762464049263,2.9764634885283665,0.9527328541908056,0.9527328541908056,1.3574021355406374,2.8227109633154015,4.349063797193965,3.6253796928675146,0.9527328541908056,4.430931851955788,4.224997941262244,1.7314046793837758,1.0651752927159348,1.111974299921193,0.9527328541908056,1.999715713677299,2.75678417709327,3.2157813883064104,2.357642390198252,3.537187976817872,2.4820985467343104,2.164877442508855,0.4380909190215568,4.038776737918856,1.0242163236116457,4.2469205233395115,1.7096738576098698,0.9527328541908056,14.37724449910148,4.054676661916602,2.441777775436468,1.978433861357106,3.741504996266112,4.233556405369388,4.778357946964931,6.274926901274227,4.127343631904705,4.893269566941716,7.604792844698034,3.5441724213114867,5.6869350567993475,0.9527328541908056,4.283116321039511,4.195030448852342,0.9527328541908056,2.0504757774819184,0.9527328541908056,0.9527328541908056,0.9527328541908056,0.9527328541908056,3.3986486442833046
GH ŠENTPETER-NJEGOŠEVA C.,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0.0,0.8233414373770169,0.0,0.9527328541908056,0,1.0148341570103085,0.0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0.0,2.331978029668011,0.9590852936174964,0.0,0.0,0.0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
ILIRSKA ULICA,1.0148341570103085,1.0148341570103085,1.0148341570103085,1.0148341570103085,8.967631630314143,1.0148341570103085,0.8997452144479264,1.0413131022937512,1.0148341570103085,1.0148341570103085,0.7803944219305098,1.0148341570103085,1.8177401307813768,1.0148341570103085,0.36685455344733336,1.0148341570103085,0,1.0148341570103085,1.7447111729977207,2.15764099635808,2.864043338463492,18.069923564172644,3.9083320017161647,1.0148341570103085,1.3187996202151582,1.960284312450043,1.0148341570103085,1.0148341570103085,1.0148341570103085,1.0148341570103085,3.3877832649547925,3.3632614646587298,5.029057399141853,2.69824624457266,1.0148341570103085,1.0148341570103085,1.652344303206688,3.1698153322764244,4.5327913280071686,3.806914946380914,1.0148341570103085,4.079313937887247,3.862145642726462,1.3645764408124808,0.7011607721115617,0.7453265286719097,1.0148341570103085,1.8351870285231038,2.6320774769524835,3.106818041022831,2.361440166658145,3.546690322371667,2.4904981201577554,1.8227791375309208,0.5725091222580175,3.7604174264632384,0.9471138796053626,4.072624105333434,1.4295032411785094,1.0148341570103085,14.161344224138968,3.8318166916415533,2.1483685302490323,2.203511366647325,3.8488888203831673,4.129411099970399,4.559660620990738,5.908361658812172,4.024283226963917,4.796725725069384,7.480183729092267,3.8750201504989596,5.443241709901184,1.0148341570103085,4.390988862899806,4.272766790107825,1.0148341570103085,2.295526834108377,1.0148341570103085,1.0148341570103085,1.0148341570103085,1.0148341570103085,3.705979636914688
TRŽAŠKA C.-ILIRIJA,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0.0,0.8233414373770169,0.0,0.9527328541908056,0.0,1.0148341570103085,0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0.0,2.331978029668011,0.9590852936174964,0.0,0.0,0.0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
TIVOLI,1.1446273508450895,1.1446273508450895,1.1446273508450895,1.1446273508450895,7.639741022597836,1.1446273508450895,0.9259630160838543,0.7126261600785891,1.1446273508450895,1.1446273508450895,1.6298213067114247,1.1446273508450895,1.4048292837262741,1.1446273508450895,1.8934944090379788,1.1446273508450895,1.7447111729977207,1.1446273508450895,0,0.44495972193788663,1.2000418349595916,19.021139523924603,4.0591446587136195,1.1446273508450895,2.854117811647055,1.0465400158671703,1.1446273508450895,1.1446273508450895,1.1446273508450895,1.1446273508450895,2.9614513965850975,3.1270488245687593,3.4697296057180846,3.7747081399409823,1.1446273508450895,1.1446273508450895,2.092895685655969,3.63803230107651,3.681358506788307,3.017839853479165,1.1446273508450895,3.369725043082117,3.4293847100535504,1.8254978218860642,1.7670365669784849,1.6348652045974383,1.1446273508450895,3.36246664799385,4.186195168604256,4.672188487403308,4.078433866845636,2.0564177948587528,1.1451828247563292,2.6231153999546994,2.2868914002153957,2.390189763484575,2.6546900965081908,2.3545296801948603,0.7952100752889292,1.1446273508450895,12.502561840923285,2.2186193331783386,3.220460824227143,2.02066750759983,2.70187911701004,2.393826384260492,2.9255354755790997,5.675184779112706,5.576905899650507,6.347946340407937,8.93446572947397,5.221929368132175,3.875821050258567,1.1446273508450895,3.1998564443221236,2.97005187414737,1.1446273508450895,2.189704215836335,1.1446273508450895,1.1446273508450895,1.1446273508450895,1.1446273508450895,5.166276146172674
STARA CERKEV,1.585448301149379,1.585448301149379,1.585448301149379,1.585448301149379,7.22340358425877,1.585448301149379,1.3682997663830945,1.1450715912927987,1.585448301149379,1.585448301149379,1.941342029558491,1.585448301149379,1.747609920541854,1.585448301149379,2.327932762482414,1.585448301149379,2.15764099635808,1.585448301149379,0.44495972193788663,0,0.7560006036136633,19.406693140613203,4.3688362013136555,1.585448301149379,3.1947562669590623,1.3214752795873153,1.585448301149379,1.585448301149379,1.585448301149379,1.585448301149379,2.820673446347843,3.3864345000724247,3.029825905908072,3.9833818423474674,1.585448301149379,1.585448301149379,2.501707543272294,4.005931399177944,3.75815390542885,3.1377679694636793,1.585448301149379,3.132752065253089,3.2664426163687823,2.025859853629128,2.093638457317688,1.9525652946433238,1.585448301149379,3.690244938932918,4.509689555956742,4.994448558482366,4.461242355524319,1.924809463611216,1.2060909546207514,2.8182076221985195,2.7111074922437197,1.9971675509873534,3.043165044317707,1.920059491729234,0.9862146809097554,1.585448301149379,12.059495712456256,1.7761016437505486,3.445955367674699,2.347997674132416,2.7086336250783143,2.0309850294199827,2.480730059056035,5.513187036678476,5.888483858134746,6.6548325234913275,9.198408651818516,5.662422524103161,3.4343887880885697,1.585448301149379,3.1684081407121223,2.8976851314666705,1.585448301149379,2.5197026043805755,1.585448301149379,1.585448301149379,1.585448301149379,1.585448301149379,5.610680928172175
KINO ŠIŠKA,2.3411378738665722,2.3411378738665722,2.3411378738665722,2.3411378738665722,6.502650894511301,2.3411378738665722,2.1172461780775027,1.8848031372917158,2.3411378738665722,2.3411378738665722,2.530781022506335,2.3411378738665722,2.4315871743018,2.3411378738665722,3.0620771709266688,2.3411378738665722,2.864043338463492,2.3411378738665722,1.2000418349595916,0.7560006036136633,0,20.094528069539273,4.9782756262950265,2.3411378738665722,3.7901526862423602,1.9665957253688635,2.3411378738665722,2.3411378738665722,2.3411378738665722,2.3411378738665722,2.673961342196663,3.944464861340524,2.277090677086348,4.370048659983664,2.3411378738665722,2.3411378738665722,3.2336773004287007,4.688197719085782,4.0552972308788,3.5162739553490763,2.3411378738665722,2.7884879220834278,3.057549936340051,2.4715997195624673,2.6955787091731556,2.5489183679123135,2.3411378738665722,4.260096016323358,5.063916530020456,5.542519469882448,5.106824543209731,1.9888565266543161,1.6564669552993203,3.2169435699525,3.428641122296773,1.3602404637338281,3.707654397206545,1.2265853620600573,1.53635121559905,2.3411378738665722,11.31580240094757,1.0209632330577805,3.869935897180901,3.00359952155659,2.938565036226278,1.571215022512558,1.7262206870509993,5.253174241741745,6.413305155261669,7.167680827218096,9.62963926980967,6.417408876515095,2.6797441867842045,2.3411378738665722,3.315727923354617,2.989547096977874,2.3411378738665722,3.1748825313074422,2.3411378738665722,2.3411378738665722,2.3411378738665722,2.3411378738665722,6.366317427780947
ŠPICA,17.957727095865966,17.957727095865966,17.957727095865966,17.957727095865966,26.574363688143638,17.957727095865966,18.298815169144458,18.548248378483002,17.957727095865966,17.957727095865966,18.84052796944461,17.957727095865966,17.66664200381701,17.957727095865966,17.71155599348756,17.957727095865966,18.069923564172644,17.957727095865966,19.021139523924603,19.406693140613203,20.094528069539273,0,15.207768741129236,17.957727095865966,18.39611986028509,18.128285939539122,17.957727095865966,17.957727095865966,17.957727095865966,17.957727095865966,21.45653951317059,16.30590008657371,22.272183141457344,19.72829532562331,17.957727095865966,17.957727095865966,16.93624096511029,15.406687726280065,17.071022260003716,17.15411744755522,17.957727095865966,22.13622644373655,21.926597307682954,19.409231730622654,18.726093131423504,18.804645593524906,17.957727095865966,18.458924661044133,18.438501842678203,18.433722011665647,17.51451637310894,18.879567302888717,18.525730063713343,19.58445112948705,17.620432007816834,21.403462115989168,17.91682695598593,20.842633747054265,19.290566944060302,17.957727095865966,30.090943630035095,21.054132567153374,19.467546563506783,17.093046408662264,17.982056324332877,20.240370590567508,21.62882124346336,23.834695749270967,18.62204382960368,18.770918067841823,20.303223435033647,14.305447288644638,22.628657199080955,17.957727095865966,18.0546369951118,18.391368863585285,17.957727095865966,16.92257959217759,17.957727095865966,17.957727095865966,17.957727095865966,17.957727095865966,14.623381217058574
BARJANSKA C.-CENTER STAREJŠIH TRNOVO,3.2487618739824984,3.2487618739824984,3.2487618739824984,3.2487618739824984,11.383454080831482,3.2487618739824984,3.618785252851287,3.8184230101399717,3.2487618739824984,3.2487618739824984,4.6051251596871685,3.2487618739824984,2.6572892740215397,3.2487618739824984,3.5831080983373047,3.2487618739824984,3.9083320017161647,3.2487618739824984,4.0591446587136195,4.3688362013136555,4.9782756262950265,15.207768741129236,0,3.2487618739824984,5.000471574410252,3.0473610836742404,3.2487618739824984,3.2487618739824984,3.2487618739824984,3.2487618739824984,6.923581860635498,1.1025964039222553,7.076972767765467,6.537560251122698,3.2487618739824984,3.2487618739824984,2.2728169787509738,0.9044661146487452,2.377524450505578,2.1044039334825606,3.2487618739824984,7.417200380229449,7.40773379065998,5.160978456958046,4.581933071083721,4.576433573709824,3.2487618739824984,5.4120422413543325,6.007396694080006,6.376161097085668,5.247713272947059,3.699160585081376,3.3483125945926733,5.729259796641067,3.8126748961161034,6.3311025811512796,4.429032886268916,5.636187905302323,4.57710388553375,3.2487618739824984,15.279042601348419,5.884561166059741,6.01859574139137,2.039597463412864,2.9101645044231,5.049079861285288,6.427948185222815,9.612123402760272,7.192886613773119,7.880649907291761,10.604245820959473,3.331890257315949,7.425110253203044,3.2487618739824984,3.161387577156562,3.412764091478106,3.2487618739824984,1.8729656154663443,3.2487618739824984,3.2487618739824984,3.2487618739824984,3.2487618739824984,3.684378905078374
ZALOŠKA C.-GRABLOVIČEVA C.,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0.0,0.8233414373770169,0.0,0.9527328541908056,0.0,1.0148341570103085,0.0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0,2.331978029668011,0.9590852936174964,0.0,0.0,0.0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
TRŽNICA MOSTE,2.331978029668011,2.331978029668011,2.331978029668011,2.331978029668011,9.293839318698389,2.331978029668011,2.1651320550725597,2.2320919362605194,2.331978029668011,2.331978029668011,1.2613996143528061,2.331978029668011,3.1352396266004123,2.331978029668011,1.5084711785892142,2.331978029668011,1.3187996202151582,2.331978029668011,2.854117811647055,3.1947562669590623,3.7901526862423602,18.39611986028509,5.000471574410252,2.331978029668011,0,3.264819290990109,2.331978029668011,2.331978029668011,2.331978029668011,2.331978029668011,3.326158411247876,4.599478866709746,5.716021025750579,1.5607731676819236,2.331978029668011,2.331978029668011,2.850682259931594,4.1730940847421,5.842714370790879,5.1171891860894565,2.331978029668011,4.126114804184524,3.728952917511894,1.4668108377972284,1.1021541761736564,1.2460757357991818,2.331978029668011,0.5223339686221345,1.341120843381902,1.825642682112449,1.3779248404124722,4.806718297841975,3.7620870678415113,1.2273624462435366,1.1913492977345428,4.350792533391997,0.5816232369982574,5.013695291152887,2.255181677627069,2.331978029668011,14.865053625791063,4.6376783150443694,1.1182479737908606,3.4852634132443376,5.164133114002357,5.225343487702726,5.354565270074234,5.440969100683033,2.7393920847162003,3.5134544582617617,6.170107673075357,4.096050895339791,6.123550021714237,2.331978029668011,5.705734703107037,5.576609069650394,2.331978029668011,3.5588413892499635,2.331978029668011,2.331978029668011,2.331978029668011,2.331978029668011,3.7794480841225644
ROŽNA DOLINA-ŠKRABČEVA UL.,0.9590852936174964,0.9590852936174964,0.9590852936174964,0.9590852936174964,8.45937059091419,0.9590852936174964,1.1140803154916687,1.1396582513238824,0.9590852936174964,0.9590852936174964,2.240228804930984,0.9590852936174964,0.4893578467187907,0.9590852936174964,1.9074966647865195,0.9590852936174964,1.960284312450043,0.9590852936174964,1.0465400158671703,1.3214752795873153,1.9665957253688635,18.128285939539122,3.0473610836742404,0.9590852936174964,3.264819290990109,0,0.9590852936174964,0.9590852936174964,0.9590852936174964,0.9590852936174964,4.0029755108550695,2.0831177007265516,4.186097381798534,4.46909956185733,0.9590852936174964,0.9590852936174964,1.3791371225132092,2.723008723710047,2.7444777895157926,2.0441367750249326,0.9590852936174964,4.411389590497842,4.473847935718817,2.6257513199917986,2.320122662080219,2.229222730071771,0.9590852936174964,3.7862150704911843,4.591261288062979,5.0670649291345216,4.26497297451646,1.6414946801693822,0.614952453829983,3.382981159757746,2.3450746325078815,3.298311683774785,2.89297146005905,2.8550679093293625,1.7289748271846663,0.9590852936174964,12.962169815937278,2.9404748694450515,3.9008073597748845,1.037790544518429,1.9105679792599863,2.5610783515350604,3.57234725860691,6.717430301163123,5.98455937024484,6.756963545412023,9.43474814635934,4.658245977868388,4.568845377726527,0.9590852936174964,2.4486433515207593,2.3130637732798354,0.9590852936174964,1.2094740753783395,0.9590852936174964,0.9590852936174964,0.9590852936174964,0.9590852936174964,4.6947697633591705
DUNAJSKA C.-PS PETROL,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0.0,0.8233414373770169,0.0,0.9527328541908056,0.0,1.0148341570103085,0.0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0.0,2.331978029668011,0.9590852936174964,0,0.0,0.0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
PLEČNIKOV STADION,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0.0,0.8233414373770169,0.0,0.9527328541908056,0.0,1.0148341570103085,0.0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0.0,2.331978029668011,0.9590852936174964,0.0,0,0.0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
DUNAJSKA C.-PS MERCATOR,0.0,0.0,0.0,0.0,8.766546470958161,0.0,0.3716511225862538,0.5989007301391305,0.0,0.0,1.4519002913923256,0.0,0.8233414373770169,0.0,0.9527328541908056,0.0,1.0148341570103085,0.0,1.1446273508450895,1.585448301149379,2.3411378738665722,17.957727095865966,3.2487618739824984,0.0,2.331978029668011,0.9590852936174964,0.0,0.0,0,0.0,3.6948994618596642,2.5166775233079313,4.614187025352247,3.6337576961708984,0.0,0.0,1.0453297294459147,2.6684641091055146,3.545992652147203,2.821739600231667,0.0,4.252876242649815,4.181307400621183,1.9524080473447698,1.486909290146108,1.431226534268867,0.0,2.8498092613262163,3.6451147262576944,4.117322030419188,3.307911752004733,2.5844988726692772,1.5302204344124626,2.625133363195776,1.390795162647598,3.5042042634289614,1.935811520739091,3.4502732097809687,1.3663034341733618,0.0,13.614176846355296,3.361549188268592,3.068884394295926,1.3135475817618834,2.8341117587467513,3.339623846244988,4.062497412097022,6.3664106840775965,5.034145673498466,5.805280656020016,8.494655461311737,4.077427619686644,5.0196604802108435,0.0,3.376273757218849,3.2641059620446597,0.0,1.443999391351413,0.0,0.0,0.0,0.0,4.030325092350666
